Mouse.Gene,Human.Gene,Uniprot ID,Protein Name,Protein description,LPS avg abundance,PBS avg abundance,Differentially Expressed?,logFC (LPS_vs_PBS),P.Value (LPS_vs_PBS),adj.P.Value (LPS_vs_PBS)
Ube2n,UBE2N,P61089,UBE2N_MOUSE,Ubiquitin-conjugating enzyme E2 N,10518,11609,No,0.01,0.988162,0.999933
Ube2o,UBE2O,Q6ZPJ3,UBE2O_MOUSE,(E3-independent) E2 ubiquitin-conjugating enzyme UBE2O,5896,7715,No,-0.32,0.492106,0.999933
Ubiad1,UBIAD1,Q9DC60,UBIA1_MOUSE,UbiA prenyltransferase domain-containing protein 1,5950,5588,No,0.14,0.596076,0.999933
Ubl4a,UBL4A,P21126,UBL4A_MOUSE,Ubiquitin-like protein 4A,4004,3906,No,0.04,0.871423,0.999933
Ubr1,UBR1,O70481,UBR1_MOUSE,E3 ubiquitin-protein ligase UBR1,5834,5728,No,-0.02,0.944245,0.999933
Ubr4,UBR4,A2AN08,UBR4_MOUSE,E3 ubiquitin-protein ligase UBR4,8240,6971,No,0.27,0.246434,0.999933
Uchl1,UCHL1,Q9R0P9,UCHL1_MOUSE,Ubiquitin carboxyl-terminal hydrolase isozyme L1,51043,23531,No,0.89,0.204763,0.999933
Ucp3,UCP3,P56501,UCP3_MOUSE,Mitochondrial uncoupling protein 3,5822,6902,No,-0.09,0.849052,0.999933
Ugcg,UGCG,O88693,CEGT_MOUSE,Ceramide glucosyltransferase,4175,4498,No,-0.21,0.516510,0.999933
Uggt1,UGGT1,Q6P5E4,UGGG1_MOUSE,UDP-glucose:glycoprotein glucosyltransferase 1,12597,12511,No,-0.01,0.973964,0.999933
Ugp2,UGP2,Q91ZJ5,UGPA_MOUSE,UTP--glucose-1-phosphate uridylyltransferase,10584,12230,No,-0.18,0.465928,0.999933
Ugt8,NA,Q64676,CGT_MOUSE,2-hydroxyacylsphingosine 1-beta-galactosyltransferase,8872,11201,No,-0.39,0.099763,0.999933
Uhrf1bp1l,UHRF1BP1L,A2RSJ4,UH1BL_MOUSE,UHRF1-binding protein 1-like,4460,3939,No,0.20,0.504514,0.999933
Unc13a,UNC13A,Q4KUS2,UN13A_MOUSE,Protein unc-13 homolog A,19347,18882,No,0.05,0.853138,0.999933
Unc5a,UNC5A,Q8K1S4,UNC5A_MOUSE,Netrin receptor UNC5A,7441,7880,No,-0.08,0.743885,0.999933
Unc79,UNC79,Q0KK59,UNC79_MOUSE,Protein unc-79 homolog,14851,11200,No,0.32,0.350137,0.999933
Upf1,UPF1,Q9EPU0,RENT1_MOUSE,Regulator of nonsense transcripts 1,24502,21153,No,0.22,0.304153,0.999933
Upf2,UPF2,A2AT37,RENT2_MOUSE,Regulator of nonsense transcripts 2,21322,29554,No,-0.09,0.909852,0.999933
Uqcr10,UQCR10,Q8R1I1,QCR9_MOUSE,Cytochrome b-c1 complex subunit 9,17683,22752,No,-0.32,0.465906,0.999933
Uqcrb,UQCRB,Q9D855,QCR7_MOUSE,Cytochrome b-c1 complex subunit 7,10522,15310,No,-0.40,0.318809,0.999933
Uqcrc1,UQCRC1,Q9CZ13,QCR1_MOUSE,"Cytochrome b-c1 complex subunit 1, mitochondrial",62373,80426,No,-0.29,0.353420,0.999933
Uqcrc2,UQCRC2,Q9DB77,QCR2_MOUSE,"Cytochrome b-c1 complex subunit 2, mitochondrial",41410,40821,No,0.00,0.998993,0.999933
Uqcrfs1,UQCRFS1,Q9CR68,UCRI_MOUSE,"Cytochrome b-c1 complex subunit Rieske, mitochondrial",100967,97979,No,0.05,0.840056,0.999933
Uqcrh,UQCRHL,P99028,QCR6_MOUSE,"Cytochrome b-c1 complex subunit 6, mitochondrial",16444,11017,No,0.64,0.071506,0.999933
Uqcrq,UQCRQ,Q9CQ69,QCR8_MOUSE,Cytochrome b-c1 complex subunit 8,35521,42493,No,-0.25,0.369902,0.999933
Uso1,USO1,Q9Z1Z0,USO1_MOUSE,General vesicular transport factor p115,8076,6060,No,0.43,0.230900,0.999933
Usp10,USP10,P52479,UBP10_MOUSE,Ubiquitin carboxyl-terminal hydrolase 10,4367,5264,No,-0.28,0.377721,0.999933
Usp15,USP15,Q8R5H1,UBP15_MOUSE,Ubiquitin carboxyl-terminal hydrolase 15,6147,4558,No,0.46,0.163482,0.999933
Usp19,USP19,Q3UJD6,UBP19_MOUSE,Ubiquitin carboxyl-terminal hydrolase 19,4741,5008,No,-0.07,0.805867,0.999933
Usp20,USP20,Q8C6M1,UBP20_MOUSE,Ubiquitin carboxyl-terminal hydrolase 20,8974,9241,No,-0.07,0.823539,0.999933
Usp24,USP24,B1AY13,UBP24_MOUSE,Ubiquitin carboxyl-terminal hydrolase 24,5393,6473,No,-0.28,0.399709,0.999933
Usp47,USP47,Q8BY87,UBP47_MOUSE,Ubiquitin carboxyl-terminal hydrolase 47,4021,3969,No,0.00,0.988516,0.999933
Usp5,USP5,P56399,UBP5_MOUSE,Ubiquitin carboxyl-terminal hydrolase 5,10952,11797,No,-0.14,0.631928,0.999933
Usp54,USP54,Q8BL06,UBP54_MOUSE,Inactive ubiquitin carboxyl-terminal hydrolase 54,12924,12866,No,0.00,0.984269,0.999933
Usp7,USP7,Q6A4J8,UBP7_MOUSE,Ubiquitin carboxyl-terminal hydrolase 7,11119,14893,No,-0.36,0.171347,0.999933
Usp9x,USP9X,P70398,USP9X_MOUSE,Probable ubiquitin carboxyl-terminal hydrolase FAF-X,15250,15890,No,-0.08,0.744439,0.999933
Uvrag,UVRAG,Q8K245,UVRAG_MOUSE,UV radiation resistance-associated protein,8183,8338,No,-0.04,0.888893,0.999933
Vac14,VAC14,Q80WQ2,VAC14_MOUSE,Protein VAC14 homolog,5798,5586,No,-0.02,0.952104,0.999933
Vamp2,VAMP2,P63044,VAMP2_MOUSE,Vesicle-associated membrane protein 2,14079,15382,No,-0.16,0.639512,0.999933
Vamp5,VAMP5,Q9Z2P8,VAMP5_MOUSE,Vesicle-associated membrane protein 5,25832,18349,No,0.44,0.126676,0.999933
Vamp7,VAMP7,P70280,VAMP7_MOUSE,Vesicle-associated membrane protein 7,10609,12320,No,-0.21,0.420414,0.999933
Vangl2,VANGL2,Q91ZD4,VANG2_MOUSE,Vang-like protein 2,7094,8006,No,-0.15,0.609162,0.999933
Vapa,VAPA,Q9WV55,VAPA_MOUSE,Vesicle-associated membrane protein-associated protein A,23525,25049,No,-0.08,0.687500,0.999933
Vapb,VAPB,Q9QY76,VAPB_MOUSE,Vesicle-associated membrane protein-associated protein B,13594,14768,No,-0.18,0.475944,0.999933
Vars1,NA,Q9Z1Q9,SYVC_MOUSE,Valine--tRNA ligase,16720,12282,No,0.43,0.150950,0.999933
Vat1,VAT1,Q62465,VAT1_MOUSE,Synaptic vesicle membrane protein VAT-1 homolog,21232,23519,No,-0.15,0.545027,0.999933
Vcam1,VCAM1,P29533,VCAM1_MOUSE,Vascular cell adhesion protein 1,6404,5094,No,-0.05,0.920507,0.999933
Vcan,VCAN,Q62059,CSPG2_MOUSE,Versican core protein,6251,5531,No,0.19,0.539713,0.999933
Vcl,VCL,Q64727,VINC_MOUSE,Vinculin,17926,16576,No,0.09,0.717247,0.999933
Vcp,VCP,Q01853,TERA_MOUSE,Transitional endoplasmic reticulum ATPase,17951,18595,No,-0.01,0.964098,0.999933
Vcpip1,VCPIP1,Q8CDG3,VCIP1_MOUSE,Deubiquitinating protein VCPIP1,7500,8465,No,-0.17,0.518613,0.999933
Vdac1,VDAC1,Q60932,VDAC1_MOUSE,Voltage-dependent anion-selective channel protein 1,135915,143547,No,-0.10,0.677523,0.999933
Vdac2,VDAC2,Q60930,VDAC2_MOUSE,Voltage-dependent anion-selective channel protein 2,238661,190634,No,0.32,0.228031,0.999933
Vdac3,VDAC3,Q60931,VDAC3_MOUSE,Voltage-dependent anion-selective channel protein 3,324234,251201,No,0.38,0.153336,0.999933
Vim,VIM,P20152,VIME_MOUSE,Vimentin,177486,152726,No,0.18,0.521840,0.999933
Vkorc1,VKORC1,Q9CRC0,VKOR1_MOUSE,Vitamin K epoxide reductase complex subunit 1,13673,21243,Down with LPS,-0.69,0.030318,0.999933
Vkorc1l1,VKORC1L1,Q6TEK5,VKORL_MOUSE,Vitamin K epoxide reductase complex subunit 1-like protein 1,19497,18630,No,0.09,0.762719,0.999933
Vmp1,VMP1,Q99KU0,VMP1_MOUSE,Vacuole membrane protein 1,22589,19485,No,0.23,0.404755,0.999933
Vps11,VPS11,Q91W86,VPS11_MOUSE,Vacuolar protein sorting-associated protein 11 homolog,18220,15319,No,0.25,0.298303,0.999933
Vps13a,VPS13A,Q5H8C4,VP13A_MOUSE,Vacuolar protein sorting-associated protein 13A,16056,14350,No,0.17,0.443839,0.999933
Vps13c,VPS13C,Q8BX70,VP13C_MOUSE,Vacuolar protein sorting-associated protein 13C,9300,8912,No,0.09,0.702203,0.999933
Vps16,VPS16,Q920Q4,VPS16_MOUSE,Vacuolar protein sorting-associated protein 16 homolog,32644,24627,No,0.43,0.093100,0.999933
Vps18,VPS18,Q8R307,VPS18_MOUSE,Vacuolar protein sorting-associated protein 18 homolog,11180,9232,No,0.31,0.190669,0.999933
Vps26a,VPS26A,P40336,VP26A_MOUSE,Vacuolar protein sorting-associated protein 26A,16010,14999,No,0.08,0.732687,0.999933
Vps26b,VPS26B,Q8C0E2,VP26B_MOUSE,Vacuolar protein sorting-associated protein 26B,23450,21943,No,0.09,0.708682,0.999933
Vps29,VPS29,Q9QZ88,VPS29_MOUSE,Vacuolar protein sorting-associated protein 29,9535,10829,No,-0.16,0.576281,0.999933
Vps35,VPS35,Q9EQH3,VPS35_MOUSE,Vacuolar protein sorting-associated protein 35,22550,20040,No,0.21,0.653495,0.999933
Vps39,VPS39,Q8R5L3,VPS39_MOUSE,Vam6/Vps39-like protein,9294,9324,No,0.01,0.980353,0.999933
Vps41,VPS41,Q5KU39,VPS41_MOUSE,Vacuolar protein sorting-associated protein 41 homolog,5195,5817,No,-0.16,0.546618,0.999933
Vps45,VPS45,P97390,VPS45_MOUSE,Vacuolar protein sorting-associated protein 45,10144,10802,No,-0.07,0.792141,0.999933
Vps52,VPS52,Q8C754,VPS52_MOUSE,Vacuolar protein sorting-associated protein 52 homolog,30946,25310,No,0.06,0.882783,0.999933
Vps53,VPS53,Q8CCB4,VPS53_MOUSE,Vacuolar protein sorting-associated protein 53 homolog,4583,5174,No,-0.27,0.496456,0.999933
Vps8,VPS8,Q0P5W1,VPS8_MOUSE,Vacuolar protein sorting-associated protein 8 homolog,5420,5465,No,-0.04,0.891068,0.999933
Vsnl1,VSNL1,P62761,VISL1_MOUSE,Visinin-like protein 1,68898,82854,No,-0.26,0.298141,0.999933
Vti1b,VTI1B,O88384,VTI1B_MOUSE,Vesicle transport through interaction with t-SNAREs homolog 1B,16744,14824,No,0.25,0.471254,0.999933
Vwa5a,VWA5A,Q99KC8,VMA5A_MOUSE,von Willebrand factor A domain-containing protein 5A,9779,10747,No,-0.07,0.795350,0.999933
Vwa8,VWA8,Q8CC88,VWA8_MOUSE,von Willebrand factor A domain-containing protein 8,5595,4967,No,0.26,0.440882,0.999933
Wasf1,WASF1,Q8R5H6,WASF1_MOUSE,Wiskott-Aldrich syndrome protein family member 1,6685,6516,No,0.03,0.906047,0.999933
Washc2,NA,Q6PGL7,WASC2_MOUSE,WASH complex subunit 2,14061,11154,No,0.38,0.163316,0.999933
Washc4,WASHC4,Q3UMB9,WASC4_MOUSE,WASH complex subunit 4,8054,8174,No,-0.04,0.855027,0.999933
Washc5,WASHC5,Q8C2E7,WASC5_MOUSE,WASH complex subunit 5,7563,6644,No,0.05,0.886892,0.999933
Wasl,WASL,Q91YD9,WASL_MOUSE,Neural Wiskott-Aldrich syndrome protein,11739,9340,No,0.42,0.216583,0.999933
Wbp2,WBP2,P97765,WBP2_MOUSE,WW domain-binding protein 2,6406,6528,No,-0.01,0.972561,0.999933
Wdfy3,WDFY3,Q6VNB8,WDFY3_MOUSE,WD repeat and FYVE domain-containing protein 3,8064,8551,No,-0.03,0.913989,0.999933
Wdhd1,WDHD1,P59328,WDHD1_MOUSE,WD repeat and HMG-box DNA-binding protein 1,19657,20134,No,0.09,0.809274,0.999933
Wdr1,WDR1,O88342,WDR1_MOUSE,WD repeat-containing protein 1,69847,65943,No,0.11,0.637407,0.999933
Wdr18,WDR18,Q4VBE8,WDR18_MOUSE,WD repeat-containing protein 18,7933,7360,No,0.08,0.738559,0.999933
Wdr20,WDR20,Q9D5R2,WDR20_MOUSE,WD repeat-containing protein 20,20255,16498,No,0.25,0.358992,0.999933
Wdr24,WDR24,Q8CFJ9,WDR24_MOUSE,GATOR complex protein WDR24,10473,15428,No,-0.45,0.228632,0.999933
Wdr37,WDR37,Q8CBE3,WDR37_MOUSE,WD repeat-containing protein 37,5685,13525,No,-0.64,0.338348,0.999933
Wdr44,WDR44,Q6NVE8,WDR44_MOUSE,WD repeat-containing protein 44,14834,15658,No,-0.20,0.704033,0.999933
Wdr45b,WDR45B,Q9CR39,WIPI3_MOUSE,WD repeat domain phosphoinositide-interacting protein 3,7378,6913,No,0.28,0.501044,0.999933
Wdr47,WDR47,Q8CGF6,WDR47_MOUSE,WD repeat-containing protein 47,7873,9142,No,-0.26,0.256450,0.999933
Wdr48,WDR48,Q8BH57,WDR48_MOUSE,WD repeat-containing protein 48,7996,12370,No,-0.59,0.086393,0.999933
Wdr54,WDR54,Q9R0D8,WDR54_MOUSE,WD repeat-containing protein 54,3540,5282,No,-0.48,0.191917,0.999933
Wdr6,WDR6,Q99ME2,WDR6_MOUSE,WD repeat-containing protein 6,5428,7879,No,-0.54,0.093229,0.999933
Wdr7,WDR7,Q920I9,WDR7_MOUSE,WD repeat-containing protein 7,40140,41025,No,0.01,0.981550,0.999933
Wfs1,WFS1,P56695,WFS1_MOUSE,Wolframin,45981,43630,No,0.08,0.672477,0.999933
Wipi2,WIPI2,Q80W47,WIPI2_MOUSE,WD repeat domain phosphoinositide-interacting protein 2,12480,12006,No,0.07,0.769007,0.999933
Wls,WLS,Q6DID7,WLS_MOUSE,Protein wntless homolog,6833,8756,No,-0.33,0.198696,0.999933
Wnk1,WNK1,P83741,WNK1_MOUSE,Serine/threonine-protein kinase WNK1,20925,12725,No,0.37,0.371207,0.999933
Wnk2,WNK2,Q3UH66,WNK2_MOUSE,Serine/threonine-protein kinase WNK2,9458,9888,No,-0.03,0.896729,0.999933
Wwc1,WWC1,Q5SXA9,KIBRA_MOUSE,Protein KIBRA,12015,9936,No,0.31,0.293053,0.999933
Wwc2,WWC2,Q6NXJ0,WWC2_MOUSE,Protein WWC2,8233,7159,No,0.17,0.538351,0.999933
Wwox,WWOX,Q91WL8,WWOX_MOUSE,WW domain-containing oxidoreductase,5775,6861,No,-0.25,0.418934,0.999933
Wwp1,WWP1,Q8BZZ3,WWP1_MOUSE,NEDD4-like E3 ubiquitin-protein ligase WWP1,7362,7967,No,-0.07,0.829700,0.999933
Xab2,XAB2,Q9DCD2,SYF1_MOUSE,Pre-mRNA-splicing factor SYF1,7393,7853,No,-0.04,0.893304,0.999933
Xkr4,XKR4,Q5GH67,XKR4_MOUSE,XK-related protein 4,14279,14273,No,0.00,0.993552,0.999933
Xkr7,XKR7,Q5GH64,XKR7_MOUSE,XK-related protein 7,12152,9161,No,0.42,0.150768,0.999933
Xpnpep1,XPNPEP1,Q6P1B1,XPP1_MOUSE,Xaa-Pro aminopeptidase 1,9783,18791,No,-0.75,0.165287,0.999933
Xpo4,XPO4,Q9ESJ0,XPO4_MOUSE,Exportin-4,19500,15510,No,0.47,0.386116,0.999933
Xpo7,XPO7,Q9EPK7,XPO7_MOUSE,Exportin-7,8143,8024,No,0.16,0.680037,0.999933
Xpr1,XPR1,Q9Z0U0,XPR1_MOUSE,Xenotropic and polytropic retrovirus receptor 1,9103,8327,No,0.21,0.454536,0.999933
Xrn1,XRN1,P97789,XRN1_MOUSE,5'-3' exoribonuclease 1,4357,4388,No,-0.02,0.948238,0.999933
Yes1,YES1,Q04736,YES_MOUSE,Tyrosine-protein kinase Yes,25978,26072,No,-0.01,0.977449,0.999933
Yif1b,YIF1B,Q9CX30,YIF1B_MOUSE,Protein YIF1B,8373,7138,No,0.21,0.346551,0.999933
Yipf3,YIPF3,Q3UDR8,YIPF3_MOUSE,Protein YIPF3,9838,8699,No,0.19,0.501967,0.999933
Yipf4,YIPF4,Q8C407,YIPF4_MOUSE,Protein YIPF4,6625,9422,No,-0.48,0.189357,0.999933
Yipf5,YIPF5,Q9EQQ2,YIPF5_MOUSE,Protein YIPF5,5448,4807,No,0.18,0.657249,0.999933
Yipf6,YIPF6,Q8BR70,YIPF6_MOUSE,Protein YIPF6,2772,2826,No,0.19,0.686674,0.999933
Ykt6,YKT6,Q9CQW1,YKT6_MOUSE,Synaptobrevin homolog YKT6,8680,8843,No,-0.04,0.884552,0.999933
Yme1l1,YME1L1,O88967,YMEL1_MOUSE,ATP-dependent zinc metalloprotease YME1L1,129667,102555,No,0.13,0.806948,0.999933
Ythdc2,YTHDC2,B2RR83,YTDC2_MOUSE,3'-5' RNA helicase YTHDC2,7081,13802,Down with LPS,-0.91,0.032018,0.999933
Ywhab,YWHAB,Q9CQV8,1433B_MOUSE,14-3-3 protein beta/alpha,15611,18568,No,-0.20,0.622968,0.999933
Ywhae,YWHAE,P62259,1433E_MOUSE,14-3-3 protein epsilon,147233,177177,No,-0.08,0.855373,0.999933
Ywhag,YWHAG,P61982,1433G_MOUSE,14-3-3 protein gamma,60785,64607,No,-0.04,0.901865,0.999933
Ywhah,YWHAH,P68510,1433F_MOUSE,14-3-3 protein eta,19828,17226,No,0.35,0.449570,0.999933
Ywhaq,YWHAQ,P68254,1433T_MOUSE,14-3-3 protein theta,9266,10898,No,-0.24,0.391158,0.999933
Ywhaz,YWHAZ,P63101,1433Z_MOUSE,14-3-3 protein zeta/delta,80269,98818,No,-0.21,0.651531,0.999933
Zadh2,ZADH2,Q8BGC4,PTGR3_MOUSE,Prostaglandin reductase-3,10744,11770,No,-0.06,0.835242,0.999933
Zcchc17,ZCCHC17,Q9ESX4,NO40_MOUSE,Nucleolar protein of 40 kDa,21330,29536,No,-0.24,0.603599,0.999933
Zdhhc17,ZDHHC17,Q80TN5,ZDH17_MOUSE,Palmitoyltransferase ZDHHC17,16083,15471,No,0.05,0.841123,0.999933
Zdhhc20,ZDHHC20,Q5Y5T1,ZDH20_MOUSE,Palmitoyltransferase ZDHHC20,14521,15124,No,-0.09,0.769044,0.999933
Zdhhc5,ZDHHC5,Q8VDZ4,ZDHC5_MOUSE,Palmitoyltransferase ZDHHC5,12971,11817,No,0.16,0.456362,0.999933
Zdhhc6,ZDHHC6,Q9CPV7,ZDHC6_MOUSE,Palmitoyltransferase ZDHHC6,7706,6175,No,0.42,0.227214,0.999933
Zfp184,ZNF184,Q7TSH9,ZN184_MOUSE,Zinc finger protein 184,17979,31807,No,-0.49,0.441462,0.999933
Zmpste24,ZMPSTE24,Q80W54,FACE1_MOUSE,CAAX prenyl protease 1 homolog,33335,32100,No,0.09,0.714705,0.999933
Znf22,NA,Q9ERU3,ZNF22_MOUSE,Zinc finger protein 22,7396,8331,No,-0.17,0.501706,0.999933
Zyg11b,ZYG11B,Q3UFS0,ZY11B_MOUSE,Protein zyg-11 homolog B,22854,23129,No,-0.01,0.955023,0.999933
Zzef1,ZZEF1,Q5SSH7,ZZEF1_MOUSE,Zinc finger ZZ-type and EF-hand domain-containing protein 1,8871,7476,No,0.25,0.364320,0.999933
Abca17,NA,E9PX95,ABCAH_MOUSE,ATP-binding cassette sub-family A member 17,2782,NA,Unique to LPS,NA,NA,NA
Armcx3,ARMCX3,Q8BHS6,ARMX3_MOUSE,Armadillo repeat-containing X-linked protein 3,19510,NA,Unique to LPS,NA,NA,NA
Cops6,COPS6,O88545,CSN6_MOUSE,COP9 signalosome complex subunit 6,6770,NA,Unique to LPS,NA,NA,NA
Psmc4,PSMC4,P54775,PRS6B_MOUSE,26S proteasome regulatory subunit 6B,2979,NA,Unique to LPS,NA,NA,NA
Sez6l2,SEZ6L2,Q4V9Z5,SE6L2_MOUSE,Seizure 6-like protein 2,4704,NA,Unique to LPS,NA,NA,NA
Ado,ADO,Q6PDY2,AEDO_MOUSE,2-aminoethanethiol dioxygenase,NA,6663,Unique to PBS,NA,NA,NA
Dchs1,DCHS1,E9PVD3,PCD16_MOUSE,Protocadherin-16,NA,3920,Unique to PBS,NA,NA,NA
Erh,ERH,P84089,ERH_MOUSE,Enhancer of rudimentary homolog,NA,3084,Unique to PBS,NA,NA,NA
Gprasp1,GPRASP1,Q5U4C1,GASP1_MOUSE,G-protein coupled receptor-associated sorting protein 1,NA,3748,Unique to PBS,NA,NA,NA
Gtf2i,GTF2I,Q9ESZ8,GTF2I_MOUSE,General transcription factor II-I,NA,3320,Unique to PBS,NA,NA,NA
Mtcl1,MTCL1,Q3UHU5,MTCL1_MOUSE,Microtubule cross-linking factor 1,NA,8276,Unique to PBS,NA,NA,NA
Mybbp1a,MYBBP1A,Q7TPV4,MBB1A_MOUSE,Myb-binding protein 1A,NA,7558,Unique to PBS,NA,NA,NA
Nrdc,NA,Q8BHG1,NRDC_MOUSE,Nardilysin,NA,3175,Unique to PBS,NA,NA,NA
Tmem67,TMEM67,Q8BR76,MKS3_MOUSE,Meckelin,NA,6988,Unique to PBS,NA,NA,NA
Traf7,TRAF7,Q922B6,TRAF7_MOUSE,E3 ubiquitin-protein ligase TRAF7,NA,25529,Unique to PBS,NA,NA,NA
Zfr,ZFR,O88532,ZFR_MOUSE,Zinc finger RNA-binding protein,NA,4139,Unique to PBS,NA,NA,NA
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
